Perfect for new parents . We were able to keep track of baby 's feeding , sleep and diaper change schedule for the first two and a half months of her life . Made life easier when the doctor would ask questions about habits because we had it all right there !	1
This book is such a life saver . It has been so helpful to be able to go back to track trends , answer pediatrician questions , or communicate with each other when you are up at different times of the night with a newborn . I think it is one of those things that everyone should be required to have before they leave the hospital . We went through all the pages of the newborn version , then moved to the infant version , and will finish up the second infant book ( third total ) right as our baby turns 1 . See other things that are must haves for baby at [ ... ]	1
Helps me know exactly how my babies day has gone with my mother in law watching him while I go to work . It also has a section for her to write notes and let me know anything she may need . I could n't be happier with this book .	1
I bought this a few times for my older son and have bought it again for my newborn . This is super easy to use and helps me keep track of his daily routine . When he started going to the sitter when I went back to work , it helped me know how his day went to better prepare me for how the evening would most likely go . When he was sick , it help me keep track of how many diapers a day he was producing to make sure he was getting dehydrated . The note sections to the side and bottom are useful too because his sitter writes in small notes about whether or not he liked his lunch or if the playtime included going for a walk , etc.Excellent for moms who are wanting to keep track of their kids daily routine even though they are at work . Excellent for dads to keep track as my husband can quickly forget what time he fed our son . LOL	1
I wanted an alternative to printing out daily log sheets for the nanny to fill out , and this has worked out great ! I 'm no longer searching my daughter 's bag for a crumpled piece of paper each day . It 's also nice to be able to look back on previous days and weeks for eating and sleeping patterns . I would have preferred a plastic-type cover , but it 's held up well so far .	1
This is great for basics , but I wish the space to write things in was bigger . A lot times I need struggle trying to read what the caretaker wrote in because the spaces go together .	1
My 3 month old son spend half of his days with my mother and half with a neighbor while I worked . I had them track his activity ( loosely ) in this which allowed me to get an idea of how his schedule was developing and how much milk he was eating . It was the best way to have some cohesion in his life while I was at work .	1
This book is perfect ! I 'm a first time new mom , and this book made it so easy to keep track of feedings , diaper changes , sleep . Definitely would recommend this for new moms . Plus it 's small enough that I throw in the diaper back for doctor visits .	1
The Baby Tracker brand books are the absolute best of the trackers that are available . You can track naps , feedings , diaper changes , activities , and notes . They 're easy to use and have a nice clean layout.I started using the Newborn Baby Tracker , which tracks nights and days . It gave me a nice way to track feedings and note important milestones . Once I used up the entire book , I bought this Baby Tracker , which tracks only days since my daughter is sleeping during the night now . Her caregiver notes her activities and sleeping times during the day . It 's a great way for me to know what happened . Plus , it 's nice to be able to look back and see patterns or trends .	1
During your postpartum stay at the hospital the nurses will ask you to keep a log of your baby 's feedings , urination and bowel movements . However , when you get home you do not have a nurse to remind you or ask when your baby 's last bowel movement was and you are so overwhelmed with the new schedule you ca n't even remember what day it is . The daily tracker helped us so much because once we got home our baby cried all the time , could not sleep and we were having major problems breastfeeding . It was so bad we had to contact our pediatrician 's after hours on-call doctor . Looking at the tracker we realized a trend , the baby was not feeding for a long time AND we had very few wet diapers and bowel movements . This was an indication our baby was dehydrated and the doctor suggested we start pumping breast milk ( to see how much we get ) and supplement with formula until sufficient breast milk finally came in . The feeding column we wrote how many ounces of breast milk or formula we gave and how long he breast fed for . In the comments column we use it for tracking how much water I drink because I was not drinking enough to make an adequate supply of breastmilk . For a while I was n't sure what was giving him horrible gas , so I started to track what I ate in case it was a food allergy ( we have a peanut allergy in the family ) . We even write notes about his first smile , who came to visit , ect to keep in his memory box .	1
I use this so that our babysitter ( grandma ) can keep track of what goes on during the day . We 've recorded so many milestones since we received this . It is a 6 month diary and has room for notes . I wish the hours started around 6 am and went until 8 pm , but we just write over certain times to suit our purposes . The nice thing is that if we had a rough night and we are super tired , we have something to refer to if we forgot when we last fed the baby or when he woke up . I also like that the front page has a place for emergency comments and a consent form in case your child needs medical care . It also has a place at the back of the book for immunizations . I 'll definitely get another one in 6 months when we finish this book .	1
This book is a great way for keeping track of daily changing and feedings . My only wish is that it was in a 24 hour format . But other than that it is great .	1
Has columns for all the info I need at a glance when I get home from work . Nanny is able to fill it out easily ... .love it	1
Easy to use , simple ! I got this when my baby was 2 months old and love it . It makes it easy to track things and write down developmental notes in an organized way . I know moms who create spreadsheets of their baby 's nap times , etc . But I 'm not one of those people ! This book is practical and great !	1
We used this to help us keep track of pees and poops during that first month . It is really helpful if you breastfeed to keep track of feeding patterns and wet diapers to make sure baby is eating enough . Great book !	1
This item was extremely helpful , especially with 3 adults sharing baby care responsibilities . My husband of mom did n't have to wake me up to ask when the baby had eaten or been changed . It helped me keep a written record to take to Dr appts so I had all the information they ask you for on hand already , and even helped me note and analyze baby 's sleep patterns once he got a little older . Definitely a useful item to have .	1
I 've been using the baby tracker since the day my daughter came home from the hospital . We 're on the third one now . It 's useful for when the doctor asks how often she 's feeding and urinating , but even better for looking at and realizing , & # 34 ; Oh , she has n't slept in x number of hours . She 's probably crying because she 's tired. & # 34 ; But the BEST thing it has done for me since her newborn days is help me put her on a nap schedule . I flipped through a couple weeks and looked at when she seemed to be sleeping during the day and looked for a pattern , then started putting her down for naps around those same times each day . It helps a lot .	1
Of course this has been a great/easy way for me to record all of my baby 's routines and a simple way for his caregiver to let me know how the day went . What I really love about it , though , is that it was so easy for me to jot down all of his major milestones as they happened . I knew that I would n't have time to work on his baby book in the beginning ( and sure enough I did n't even get it out until after 2 months ) , and because I had this book I was able to finally transfer everything over . Life saver ! ! All of the funny little things would probably have been forgotten !	1
I 've been using this since the day my baby was born ( 1 month ago ) and it is a life saver ! It is a great way to track when I breastfeed , what breast he ate from , how long , etc . Plus when pee diapers are changed and poopy diapers . Our Pediatrician is always asking # of Wets and # of Dirty Diapers per day ... so I bring this book to our appts and let her see it all . I color code each item so its very easy to tell at a glance when he last ate , slept , or pottied . I plan on ordering 3 more so I have enough to track this entire first year of his life !	1
I did n't think I would really use this and I was wrong.In the hospital they were constantly asking & # 34 ; when was her last diaper ? & # 34 ; , & # 34 ; when did she eat and for how long ? & # 34 ; - ummmm I was on pain killers for a c-section and a mass of hormones . I finally got this out and started keeping track using this.Yes , you could just use regular paper , but I liked the layout of the pages and it was just what we needed a we slowly lst our minds for the first 6 weeks.I an on giving this as a shower gift to the next first time mom : )	1
I have used this book since my son was born . It 's a great and handy way to keep track of when and how much eats and when I change his diaper . Makes it easy to discuss his progress with his doctor . This journal is great for his grandparents who watch him while I 'm gone . They are able to maintain his schedule and it makes it very easy for me to see how he is doing while I 'm at work . Highly recommend this journal for all parents of children especially for those with little ones under a year of age . I 'll definitely continue to buy this every 3 months until at least my son is a year old .	1
I am 4 weeks from delivery of my first baby and was looking for a newborn tracker . From the reviews I read this one looked like it had everything that one needs to write down and remember , so I bought it . I have not used it but I am very happy with what I saw . Hope it ends up being as useful at it looks .	1
I have used this tracker for all 3 of my children and swear by it ! It is super easy to leave by the baby 's changing table or crib and jot down things throughout the day ( feedings , dirty diapers , nap times , etc ) . I also used it to jot down other important & # 34 ; mile stone & # 34 ; things that I would have quickly forgotten & # 8230 ; like outings , temperature readings , visits from friends to meet him , calls to make , when we stopped swaddling him , etc . I was able to use it as a resource when ( many months later ! ) I went back to formally fill out his baby album since I would have forgotten so many of those valuable little tidbits of information & memories .	1
We found this book at a rummage sale and found it to be so useful , especially when several people are helping with the baby ( ex : visiting family , etc . ) We loved it so much that I 've bought another one and have almost filled that one too . I like having the room to write things about our baby 's day and development , plus use the `` Notes '' section to write some story , etc . It also helps `` Dad '' see what has happened that day and feels more connected . I will be buying another one soon !	1
GREAT journal . We use this everyday to communicate feeding , medicine and other needs when I do n't have time to give my nanny the full rundown . LOVE it ! I 've bought two !	1
I have been using this baby tracker for three months and it has been very useful . My little one had feeding issues and it was necessary to explain his habits and behavior to the pediatrician and several lactation consultants . His feeding issues also contributed to sleep issues , which I was also able to track in the journal . After weeks of sleep deprivation , the Dark Period , I could easily respond to the pediatrician 's questions by referring to entries in the baby tracker.It 's nice to look back at the Dark Period and see how far we 've come .	1
Great way to keep track of important daily activities/tasks when you are trying to get used to your new baby 's routine.I include this as a gift to all of my friends now when they are having a baby .	1
Love this book ! Just finished our first one and am starting a second one . It makes life much easier knowing my child 's meal and nap times . Much easier to plan you day around baby when you can start predicting what their schedule will be for the day . Excellent for communication for when you do n't have your child . Even when I 'm at work , that night I know exactly how my childs day has gone just by looking at his book . Plus it makes it easier on the caregiver to learn childs patterns as well . I recommend this to all new moms ! Especially during those first few weeks/months when growth spurts are common and you ca n't remember anything because you have n't slept much !	1
