This is a great little gadget to have around . We 've already used it to look for splinters and a few other uses . The light is great . It 's a handy size . However , I do wish I 'd bought one with a little higher magnification .	1
I would recommend this for a travel magnifier for the occasional reading.I had read on another review about a magnifier having a problem with the light coming on . I did find that this one appeared to be DOA out of the box . But , after opening & shutting the viewer to turn on & off the light , the light began to come on . After several times of doing this , the light appears to be coming on all the time.It is small , but for taking it someplace & reading things like a menu in a dark corner of a restaurant , this is great .	1
What I liked was the quality of the lens and the built in light . Then lens had no discernable distortion anywhere . It magnified everything evenly without the ripples and distortion that I 've seen with other low cost magnifiers . This light is a nice touch and easy to use . If you want it on just pull the lens out a bit . It is focused very close to the center of what you will be look at and provides nice , even coverage.What I did n't like was the brightness ( actually dimmness ) of the light and where it is focused . LEDs can be lots brighter , I know as I 've seen them . Also , the light focuses at the center of you field of view but only when the lens is too close to be focused properly.Bottom line is this is a good value for a magnifier and could have been made great with better quality control.BTW , I feel that honest , effective reviews can take the place of first-hand experiences that are lacking in online shopping . I 've always appreciated the help I 've received from other reviewers and work hard to return the favor as best as I can . I hope you found this review helpful and if there was anything you thought was lacking or unclear leave a comment and I 'll do what I can to fix it .	1
This is very nice . You pull out on the magnifier when you want the light to come on , then slide it back in . I would recommend buying this if you need something with a light that you can easily put in your pocket or purse .	1
The light comes on when the item is pulled . This is much easier to use than the plastic bookmark magnifier and the bar magnifier I previously purchased . I was glad to have it lit when I needed to see the serial number on the back of an ipod .	1
These are lightweight and efficient and have some very good points : - the batteries last 2-3 months with daily use.- the LED is bright enough and adequately covers the whole magnified area under the 3X lens -- the lens itself is glass and good quality- the shell is plastic and it & # 8217 ; s very light ( but may not take a beating over time ) - it & # 8217 ; s easy to open and turn on the light and the sliding mechanism has never failedI bought a six-pack of these from another vendor and all I can say is to shop around because prices vary tremendously . I use this magnifier to inspect seeds and leaves . I keep these magnifiers on my desk , in my briefcase , and in a backpack and I like them a lot .	1
Seems to be a legit 3X . I bought my first and everything perfect . So I bought a 2nd for my nephew - but that one had the light issue someone else mentioned ( really dim , flickering ) . Before I sent it back , I wanted to check the batteries - so I unscrewed where they are , took them out , but it looked like the contact on the right battery on the unit ( uses 2 small watch-like ones ) had some kind of grime on it - wiped that off , and I also bent the little tab to stick out a little more to give it a better contact on the battery - did that for the other side as well ( it 's different because of the +/- but you can bend both sides out a little ) . After that , put the batteries back in and it works like my good one .	1
I 'll admit it . I fought like crazy when people started suggesting that I get a magnifying glass . Yes , I could no longer some menu descriptions , especially in low light . And when I needed to see the model number on an electronic device 's sticker , and could n't , well , that was a problem too . After I accepted that I had a problem , I refused to get an old-fashioned magnifier , like my mother uses . So , I looked around and this caught my eye ( haha ) . I 've been using it for a few weeks now and I love it . It is black and sleek , and , yes gets the job done . And , those low light environments ? No longer a problem , since this has a built in light that turns on when you slide open the magnifier .	1
This magnifier is just what I was looking for . It is small and easy to hold . I wanted something to read small numbers/characters on electronic stuff like computers , electronics , etc . I also work on the insides of computers and this is great for seeing small things . I do n't want to magnify books or magazines . The light works well and makes reading small things very easy .	1
Most of the purses I own have black lining . Good luck finding anything black in black purse ! I chose this color because I can actually find it ! ! ! It works wonderfully in a dimly lit restaurant , when the print is really small , when I need a light & a magnifier to find the splinter . WONDERFUL .	1
